1	1	1	1	1	2019-09-27 00:43:45	10.00	ibfdakqkrggterqprnnlkmt
2	1	1	1	1	2019-09-27 00:43:45	10.00	hwyzkniykmgwelighnvwdm
3	1	1	1	1	2019-09-27 00:43:45	10.00	ozycyyjss
1	1	2	1	2	2019-09-27 00:43:45	10.00	noraphtvd
4	1	1	1	1	2019-09-27 00:43:45	10.00	kvjklikhdttqflgwgbj
2	1	2	1	2	2019-09-27 00:43:45	10.00	quvztpypruffimygmthzpgj
5	1	1	1	1	2019-09-27 00:43:45	10.00	mjbvpgmnqhoxyqeczjn
3	1	2	1	2	2019-09-27 00:43:45	10.00	yodagccjngayt
6	1	1	1	1	2019-09-27 00:43:45	10.00	yrvtcdgznueyjpubvhbnxxy
4	1	2	1	2	2019-09-27 00:43:45	10.00	hcguhbgcisddhwjqpzqtvih
7	1	1	1	1	2019-09-27 00:43:45	10.00	hpfhhktiuxitahomvmtb
5	1	2	1	2	2019-09-27 00:43:45	10.00	qrsbjlfqxfbmpkhhqwqlw
8	1	1	1	1	2019-09-27 00:43:45	10.00	rrufxuyuq
6	1	2	1	2	2019-09-27 00:43:45	10.00	cepgozeylbzqefgbzeerat
9	1	1	1	1	2019-09-27 00:43:45	10.00	vvwqxpnbsujfi
7	1	2	1	2	2019-09-27 00:43:45	10.00	gvexhearqttrxyibxseejib
10	1	1	1	1	2019-09-27 00:43:45	10.00	uguqtzxjwequbiaw
8	1	2	1	2	2019-09-27 00:43:45	10.00	ovcbbjqbvzifhsiv
11	1	1	1	1	2019-09-27 00:43:45	10.00	vgzegktomclf
9	1	2	1	2	2019-09-27 00:43:45	10.00	ykyvdkhcwuadrajpzq
10	1	2	1	2	2019-09-27 00:43:45	10.00	oxvpclnfqddccx
12	1	1	1	1	2019-09-27 00:43:45	10.00	icizzlfhljjhntggq
13	1	1	1	1	2019-09-27 00:43:45	10.00	dzogbrhhnjhz
11	1	2	1	2	2019-09-27 00:43:45	10.00	joetwwazkztslyg
14	1	1	1	1	2019-09-27 00:43:45	10.00	uldhedcacunfdnkvn
12	1	2	1	2	2019-09-27 00:43:45	10.00	japhzayxhxmdcwnqcntl
15	1	1	1	1	2019-09-27 00:43:45	10.00	edxhudastemyzviqef
13	1	2	1	2	2019-09-27 00:43:45	10.00	awzhhtoyvru
16	1	1	1	1	2019-09-27 00:43:45	10.00	wulnjhfgnqlptknbngznhv
14	1	2	1	2	2019-09-27 00:43:45	10.00	oliqwrwscj
17	1	1	1	1	2019-09-27 00:43:45	10.00	ajslsnbglbxaczjcjg
15	1	2	1	2	2019-09-27 00:43:45	10.00	twqvhmsecixpmshy
18	1	1	1	1	2019-09-27 00:43:45	10.00	zmdaawgcjjl
16	1	2	1	2	2019-09-27 00:43:45	10.00	diheeuhjronurozjtd
19	1	1	1	1	2019-09-27 00:43:45	10.00	dqmmjdwumhsrpid
17	1	2	1	2	2019-09-27 00:43:45	10.00	ziwzjfgbzxtomzxzv
20	1	1	1	1	2019-09-27 00:43:45	10.00	zfnjpumrmsojjvqim
18	1	2	1	2	2019-09-27 00:43:45	10.00	vqiaxleqnjd
19	1	2	1	2	2019-09-27 00:43:45	10.00	avmzapjvuxzecm
21	1	1	1	1	2019-09-27 00:43:45	10.00	okpgcaljcunxbrvvdxs
20	1	2	1	2	2019-09-27 00:43:45	10.00	pzplsffjvuisbcqcpbow
22	1	1	1	1	2019-09-27 00:43:45	10.00	qdvcugozkabnqqsouq
21	1	2	1	2	2019-09-27 00:43:45	10.00	sxrtbeuwkq
23	1	1	1	1	2019-09-27 00:43:45	10.00	ezeewobsnrzaodrzwm
22	1	2	1	2	2019-09-27 00:43:45	10.00	ywtzrsdyqinygwungase
24	1	1	1	1	2019-09-27 00:43:45	10.00	idgnayjtsvjqvvxm
23	1	2	1	2	2019-09-27 00:43:45	10.00	yzsxcrckv
25	1	1	1	1	2019-09-27 00:43:45	10.00	egwzqgobkorxb
24	1	2	1	2	2019-09-27 00:43:45	10.00	lxawryaoltrngglqayu
26	1	1	1	1	2019-09-27 00:43:45	10.00	lzxtigzsrpltga
25	1	2	1	2	2019-09-27 00:43:45	10.00	iabyduqguvtcbwnssto
27	1	1	1	1	2019-09-27 00:43:45	10.00	wohdnuvdwplrviznz
26	1	2	1	2	2019-09-27 00:43:45	10.00	aejmjbhcwql
28	1	1	1	1	2019-09-27 00:43:45	10.00	qbjrhthjculmulbahkigrns
27	1	2	1	2	2019-09-27 00:43:45	10.00	snglcoyyiqzqgmjb
29	1	1	1	1	2019-09-27 00:43:45	10.00	khlvarwda
28	1	2	1	2	2019-09-27 00:43:45	10.00	lnrfwnkwixdsxi
30	1	1	1	1	2019-09-27 00:43:45	10.00	lpzlpwpfzhytyqf
29	1	2	1	2	2019-09-27 00:43:45	10.00	epyazhgcdxjx
1	2	1	2	1	2019-09-27 00:43:45	10.00	sjyxqwkbsijbyf
30	1	2	1	2	2019-09-27 00:43:45	10.00	vuujwykoqtglj
2	2	1	2	1	2019-09-27 00:43:45	10.00	ufjqfwbsgerzdxjevdx
1	2	2	2	2	2019-09-27 00:43:45	10.00	tarhuuedxcgqrfbe
3	2	1	2	1	2019-09-27 00:43:45	10.00	bkmapjhtcstivzmcfzzpy
2	2	2	2	2	2019-09-27 00:43:45	10.00	tfghdpfnxykkopw
4	2	1	2	1	2019-09-27 00:43:45	10.00	nkrlrexrybhfwv
3	2	2	2	2	2019-09-27 00:43:45	10.00	xjmndmskyfntoillhnu
5	2	1	2	1	2019-09-27 00:43:45	10.00	qzrgrondejnxpgb
4	2	2	2	2	2019-09-27 00:43:45	10.00	knkhdbzegut
6	2	1	2	1	2019-09-27 00:43:45	10.00	rpqputnzal
5	2	2	2	2	2019-09-27 00:43:45	10.00	gilxwkuznmomhhjwzlgtgf
7	2	1	2	1	2019-09-27 00:43:45	10.00	rjezaftzlrp
6	2	2	2	2	2019-09-27 00:43:45	10.00	gtpkwcmwxtbvveggar
8	2	1	2	1	2019-09-27 00:43:45	10.00	yqddifwpmivpxoc
7	2	2	2	2	2019-09-27 00:43:45	10.00	ehbpgxjoujfsejhtos
9	2	1	2	1	2019-09-27 00:43:45	10.00	pqrlfuisiclmydqzp
8	2	2	2	2	2019-09-27 00:43:45	10.00	krecadscgaztpcguqoz
10	2	1	2	1	2019-09-27 00:43:45	10.00	hvubofgocfsmses
9	2	2	2	2	2019-09-27 00:43:45	10.00	ssalyebovjtrfgiferjxwq
11	2	1	2	1	2019-09-27 00:43:45	10.00	ivydgclixquwdvgscyw
10	2	2	2	2	2019-09-27 00:43:45	10.00	kddcynutzhnpzradydpr
12	2	1	2	1	2019-09-27 00:43:45	10.00	uwyuoptswqhzlabwgoydoy
11	2	2	2	2	2019-09-27 00:43:45	10.00	iwyxthnohjxf
13	2	1	2	1	2019-09-27 00:43:45	10.00	gwicavtysanrtcmdbfat
12	2	2	2	2	2019-09-27 00:43:45	10.00	cbfcmzwai
14	2	1	2	1	2019-09-27 00:43:45	10.00	dzmmpvvarb
13	2	2	2	2	2019-09-27 00:43:45	10.00	jnttnxxtethy
15	2	1	2	1	2019-09-27 00:43:45	10.00	kfthkhisiwijoq
14	2	2	2	2	2019-09-27 00:43:45	10.00	sdnaezzuarrdo
16	2	1	2	1	2019-09-27 00:43:45	10.00	kjtqqpoemktxemikuzi
